attributes.bom_stn_num,attributes.name,attributes.lat,attributes.long,attributes.state,attributes.location_types,attributes.basin
33302,Mirani Weir Tw Alert,-21.1772,148.8311,QLD,rain gauge;water level gauge;model point;,Pioneer River
33303,Mackay Alert,-21.1397,149.1883,QLD,rain gauge;water level gauge;model point;,Pioneer River
33304,Gargett Alert,-21.1781,148.7442,QLD,rain gauge;water level gauge;model point;,Pioneer River
33306,Emu Creek Alert,-20.4103,148.2306,QLD,rain gauge;,Don River
33307,Woolshed,-19.4168,146.5362,QLD,rain gauge;,Burdekin River
33308,Samuel Hill Aero,-22.7433,150.6578,QLD,rain gauge;,Water Park Creek
33310,South Yaamba Tm,-23.2,150.3978,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
33312,Hedlow Airfield Tm,-23.2233,150.605,QLD,rain gauge;,Fitzroy River (Qld)
33313,The Glen Tm,-22.8264,150.3372,QLD,rain gauge;,Shoalwater Creek
33319,Giru North,-19.5144,147.1011,QLD,rain gauge;,Haughton River
33320,Mt Jukes,-21.0083,148.9143,QLD,rain gauge;,O`Connell River
33322,Shute Harbour,-20.2926,148.7855,QLD,rain gauge;,Proserpine River
33323,Cannonvale Wwtp,-20.2825,148.6829,QLD,rain gauge;,Proserpine River
33327,Bowen Airport Aws,-20.0153,148.2138,QLD,rain gauge;,Don River
33329,Ooralea Racecourse (Mackay Turf Club),-21.17,149.1515,QLD,rain gauge;,Plane Creek
34007,Mount Mcconnell,-20.7019,147.0175,QLD,rain gauge;,Burdekin River
34010,Trafalgar Station,-20.4328,146.0131,QLD,rain gauge;,Burdekin River
34015,Wentworth,-22.0656,147.7219,QLD,rain gauge;,Burdekin River
34016,Carfax,-22.4572,148.6819,QLD,rain gauge;,Fitzroy River (Qld)
34022,Mt Douglas,-21.5186,146.8731,QLD,rain gauge;water level gauge;model point;,Burdekin River
34024,Dooruna Downs,-22.0236,147.4158,QLD,rain gauge;,Burdekin River
34027,Essex,-22.7744,148.81,QLD,rain gauge;,Fitzroy River (Qld)
34035,Moranbah Airport,-22.0644,148.0758,QLD,rain gauge;,Fitzroy River (Qld)
34043,Blackjack Mine,-20.1472,146.2283,QLD,rain gauge;,Burdekin River
34044,Bruslee,-21.0767,146.5133,QLD,rain gauge;,Burdekin River
34049,Doongara,-20.5583,146.4811,QLD,rain gauge;,Burdekin River
34061,Junee Station,-22.9372,149.1386,QLD,rain gauge;,Fitzroy River (Qld)
34073,Saltbush Park,-22.1367,148.9136,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
34078,Greenmantle,-22.5242,147.69,QLD,rain gauge;,Burdekin River
34083,Waitara,-21.8447,148.8736,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
34084,Charters Towers Airport,-20.0464,146.2708,QLD,rain gauge;,Burdekin River
34087,Scartwater,-21.0925,146.8678,QLD,rain gauge;water level gauge;model point;,Burdekin River
34097,Burdekin Dam Alert,-20.6467,147.1372,QLD,rain gauge;water level gauge;reservoir;model point;,Burdekin River
34100,Iffley,-22.241,148.4299,QLD,rain gauge;,Fitzroy River (Qld)
35000,Alpha Post Office,-23.65,146.6406,QLD,rain gauge;,Burdekin River
35001,Anakie Richardson St,-23.5522,147.7461,QLD,rain gauge;,Fitzroy River (Qld)
35002,Arcturus Downs,-24.0344,148.4064,QLD,rain gauge;,Fitzroy River (Qld)
35003,Ardurad,-23.8825,148.9642,QLD,rain gauge;,Fitzroy River (Qld)
35007,Bauhinia Downs Store,-24.5711,149.2922,QLD,rain gauge;,Fitzroy River (Qld)
35014,Wandoan Post Office,-26.1206,149.9614,QLD,rain gauge;,Fitzroy River (Qld)
35015,The Sandstone,-25.4025,149.1044,QLD,rain gauge;,Fitzroy River (Qld)
35016,Capella Post Office,-23.0856,148.0236,QLD,rain gauge;,Fitzroy River (Qld)
35018,Carnarvon Station,-24.8089,147.7525,QLD,rain gauge;,Warrego River
35021,Comet Post Office,-23.6046,148.5447,QLD,rain gauge;,Fitzroy River (Qld)
35026,Duaringa Post Office,-23.7139,149.6725,QLD,rain gauge;,Fitzroy River (Qld)
35039,Giligulgul Tm,-26.3564,150.0464,QLD,rain gauge;,Fitzroy River (Qld)
35040,Westgrove Tm,-25.5811,148.4811,QLD,rain gauge;,Fitzroy River (Qld)
35042,Mantuan Downs,-24.4125,147.2464,QLD,rain gauge;,Fitzroy River (Qld)
35053,Peakvale Station,-23.1864,147.3539,QLD,rain gauge;,Fitzroy River (Qld)
35063,Somerby,-24.2111,148.7403,QLD,rain gauge;,Fitzroy River (Qld)
35064,Spring Creek Station,-24.4481,147.8986,QLD,rain gauge;,Fitzroy River (Qld)
35065,Springsure Comet St,-24.123,148.0856,QLD,rain gauge;,Fitzroy River (Qld)
35068,Waddy Brae Tm,-25.6103,148.9444,QLD,rain gauge;,Fitzroy River (Qld)
35069,Tambo Post Office,-24.8819,146.2564,QLD,rain gauge;,Cooper Creek
35070,Taroom Post Office,-25.6408,149.7958,QLD,rain gauge;,Fitzroy River (Qld)
35073,Toliness Station,-25.3167,146.0194,QLD,rain gauge;,Warrego River
35079,Wharton Creek Station,-24.6217,147.4064,QLD,rain gauge;,Fitzroy River (Qld)
35081,Woleebee Nevasa,-26.2853,149.8283,QLD,rain gauge;,Fitzroy River (Qld)
35083,Woorabinda,-24.13,149.4567,QLD,rain gauge;water level gauge;,Fitzroy River (Qld)
35090,Rewan Station,-24.9586,148.3744,QLD,rain gauge;,Fitzroy River (Qld)
35093,Mt Moffatt National Park,-25.0208,147.9511,QLD,rain gauge;,Condamine-Culgoa Rivers
35094,Winvic,-22.4831,147.5172,QLD,rain gauge;,Burdekin River
35096,The Glebe,-25.4875,150.0064,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35109,Booroondarra,-22.8181,148.49,QLD,rain gauge;,Fitzroy River (Qld)
35110,Cloyne,-23.9103,147.1575,QLD,rain gauge;,Burdekin River
35117,La Palma,-25.3864,149.7842,QLD,rain gauge;,Fitzroy River (Qld)
35129,Rolleston Airport,-24.4617,148.6264,QLD,rain gauge;,Fitzroy River (Qld)
35131,Talagai,-23.1331,148.5267,QLD,rain gauge;,Fitzroy River (Qld)
35134,Blackwater Airport,-23.6015,148.8074,QLD,rain gauge;,Fitzroy River (Qld)
35135,Hornet Bank Homestead,-25.7064,149.4078,QLD,rain gauge;,Fitzroy River (Qld)
35139,Lochington,-23.9424,147.525,QLD,rain gauge;,Fitzroy River (Qld)
35142,Caldervale Station,-25.1011,146.8311,QLD,rain gauge;,Warrego River
35146,Emerald Radar Al,-23.55,148.2397,QLD,rain gauge;,Fitzroy River (Qld)
35164,Monklands,-23.4078,146.4636,QLD,rain gauge;,Burdekin River
35165,Durrandella,-24.0712,146.6129,QLD,rain gauge;,Burdekin River
35170,Wilpeena,-23.1014,148.9231,QLD,rain gauge;,Fitzroy River (Qld)
35172,Melmoth,-23.4542,149.2608,QLD,rain gauge;,Fitzroy River (Qld)
35174,Yantumara,-24.4686,149.2664,QLD,rain gauge;,Fitzroy River (Qld)
35182,Kinnoul,-25.6753,149.6331,QLD,rain gauge;,Fitzroy River (Qld)
35185,Capella (Rowe'S Hill) Alert,-23.1206,148.0406,QLD,rain gauge;,Fitzroy River (Qld)
35186,Blackdown Tableland Al,-23.7744,149.1172,QLD,rain gauge;,Fitzroy River (Qld)
35187,Valeria Alert,-23.1856,147.8947,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35189,Consuelo,-24.6553,148.4594,QLD,rain gauge;,Fitzroy River (Qld)
35190,Minnie Downs,-25.0311,145.8664,QLD,rain gauge;,Warrego River
35194,Wyseby,-24.9606,148.5311,QLD,rain gauge;,Fitzroy River (Qld)
35205,Woorarra,-24.0247,147.9208,QLD,rain gauge;,Fitzroy River (Qld)
35206,Bungawarra,-24.455,148.9597,QLD,rain gauge;,Fitzroy River (Qld)
35225,Cardbeign,-24.2897,148.1053,QLD,rain gauge;,Fitzroy River (Qld)
35229,Alpha,-23.65,146.645,QLD,rain gauge;water level gauge;model point;,Burdekin River
35241,Fairbairn Dam,-23.6525,148.0744,QLD,rain gauge;water level gauge;reservoir;model point;,Fitzroy River (Qld)
35242,Bungaban Tm,-25.8986,150.1297,QLD,rain gauge;,Fitzroy River (Qld)
35251,Craigmore Al,-23.8847,147.7569,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35264,Emerald Airport,-23.5694,148.1756,QLD,rain gauge;,Fitzroy River (Qld)
35269,Yakcam,-23.47,148.66,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35273,Chilgerrie Hill,-25.8544,149.7919,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35274,Juanita,-23.8467,148.1083,QLD,rain gauge;,Fitzroy River (Qld)
35275,Islay Plains,-23.2103,146.8781,QLD,rain gauge;,Burdekin River
35276,Springsure Creek Junction Al,-23.8564,148.5036,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35282,Taroom Tm,-25.6377,149.7895,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
35283,Drensmaine,-25.2117,146.4817,QLD,rain gauge;water level gauge;model point;,Warrego River
35286,Glencoe,-23.7122,146.1675,QLD,rain gauge;water level gauge;model point;,Cooper Creek
35289,Mt Playfair,-24.8639,146.9478,QLD,rain gauge;,Fitzroy River (Qld)
35292,Ducabrook Al,-23.8533,147.3997,QLD,rain gauge;,Fitzroy River (Qld)
35294,Kulumur Range Alert,-23.8039,147.7692,QLD,rain gauge;,Fitzroy River (Qld)
35295,Bingegang Weir Hw Alert,-23.0733,149.035,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
36003,Birricannia,-21.9089,144.6694,QLD,rain gauge;,Cooper Creek
36004,Aramac Post Office,-22.9717,145.245,QLD,rain gauge;,Cooper Creek
36006,Eversleigh,-21.7117,144.3928,QLD,rain gauge;,Cooper Creek
36007,Barcaldine Post Office,-23.5544,145.2883,QLD,rain gauge;,Cooper Creek
36010,Bulliwallah,-21.6144,146.6344,QLD,rain gauge;,Burdekin River
36011,Marengo,-22.2067,145.0083,QLD,rain gauge;,Cooper Creek
36013,Camoola Park,-23.0394,144.5194,QLD,rain gauge;water level gauge;model point;,Cooper Creek
36022,Evesham Station,-23.0311,143.7117,QLD,rain gauge;,Cooper Creek
36023,Holmleigh,-21.5119,144.6339,QLD,rain gauge;,Cooper Creek
36025,Isis Downs,-24.2217,144.6325,QLD,rain gauge;,Cooper Creek
36026,Isisford Post Office,-24.2591,144.4406,QLD,rain gauge;water level gauge;model point;,Cooper Creek
36028,Lerida,-22.176,144.0493,QLD,rain gauge;,Cooper Creek
36031,Longreach Aero,-23.4397,144.2828,QLD,rain gauge;,Cooper Creek
36034,Blackall Airport,-24.4303,145.4306,QLD,rain gauge;,Cooper Creek
36036,Lochnagar,-23.6232,145.703,QLD,rain gauge;,Cooper Creek
36037,Muttaburra,-22.595,144.5469,QLD,rain gauge;water level gauge;model point;,Cooper Creek
36040,Springleigh,-24.5617,144.7183,QLD,rain gauge;,Cooper Creek
36050,Ulcanbah,-22.0231,145.9831,QLD,rain gauge;,Burdekin River
36054,Evora Station,-24.0825,145.5092,QLD,rain gauge;,Cooper Creek
36056,Landsborough Downs,-21.5114,144.3989,QLD,rain gauge;,Cooper Creek
36074,Jochmus,-22.3022,145.99,QLD,rain gauge;,Cooper Creek
36076,Eastmere,-22.5017,145.9183,QLD,rain gauge;,Cooper Creek
36081,Thornleigh,-24.3231,144.9092,QLD,rain gauge;,Cooper Creek
36083,Albro Station,-22.7044,146.5694,QLD,rain gauge;water level gauge;model point;,Burdekin River
36084,Banchory,-22.8072,147.1317,QLD,rain gauge;,Burdekin River
36094,Wahroongha,-24.4464,144.1094,QLD,rain gauge;water level gauge;model point;,Cooper Creek
36102,Barcaldine Downs,-23.7161,145.1303,QLD,rain gauge;,Cooper Creek
36123,Rotherfield,-23.6064,144.4757,QLD,rain gauge;,Cooper Creek
36127,Sunbury,-24.6017,143.8314,QLD,rain gauge;,Cooper Creek
36134,Moorlands,-24.3972,145.0694,QLD,rain gauge;,Cooper Creek
36137,Listowel Downs,-25.2011,145.2269,QLD,rain gauge;,Bulloo River
36139,Surbiton Station,-22.9856,146.6189,QLD,rain gauge;,Burdekin River
36143,Blackall Township,-24.4214,145.4672,QLD,rain gauge;,Cooper Creek
36144,Terrick Terrick,-24.7361,145.0731,QLD,rain gauge;,Cooper Creek
36160,Frankfield Station,-22.2717,147.0903,QLD,rain gauge;,Burdekin River
36161,Longreach Tm,-23.4167,144.2333,QLD,rain gauge;water level gauge;model point;,Cooper Creek
36172,Gue,-21.9667,144.3333,QLD,rain gauge;,Cooper Creek
37000,Alni,-22.1542,142.49,QLD,rain gauge;,Diamantina River
37003,Barkly Downs,-20.4661,138.4683,QLD,rain gauge;,Georgina River
37006,Bladensburg,-22.515,143.0386,QLD,rain gauge;,Diamantina River
37009,Mackunda Downs,-22.3736,141.2853,QLD,rain gauge;,Diamantina River
37010,Camooweal Township,-19.9225,138.1214,QLD,rain gauge;water level gauge;model point;,Georgina River
37011,Carandotta Station,-21.9714,138.6117,QLD,rain gauge;,Georgina River
37019,Duchess Hotel,-21.3564,139.8653,QLD,rain gauge;,Georgina River
37024,Headingly Station,-21.3225,138.2906,QLD,rain gauge;,Georgina River
37025,Katandra,-21.55,143.8031,QLD,rain gauge;,Cooper Creek
37030,Malboona,-21.8886,143.6019,QLD,rain gauge;,Diamantina River
37034,The Monument Airport,-21.8125,139.9267,QLD,rain gauge;,Georgina River
37036,Trepell Airport,-21.84,140.8925,QLD,rain gauge;,Georgina River
37039,Winton Airport,-22.3617,143.0836,QLD,rain gauge;,Diamantina River
37040,Stonehenge,-24.3514,143.2881,QLD,rain gauge;water level gauge;model point;,Cooper Creek
37041,Stradbroke Station,-21.5647,139.7231,QLD,rain gauge;,Georgina River
37043,Urandangi,-21.6119,138.3136,QLD,rain gauge;water level gauge;model point;,Georgina River
37046,Elderslie,-22.2903,142.4731,QLD,rain gauge;water level gauge;model point;,Diamantina River
37049,Warnambool Downs,-22.8131,142.8325,QLD,rain gauge;,Cooper Creek
37052,Mundurin Station,-22.8792,141.8364,QLD,rain gauge;,Diamantina River
37053,Carters Bore,-20.9358,139.2964,QLD,rain gauge;,Georgina River
37056,Mahrigong,-22.263,143.7454,QLD,rain gauge;,Diamantina River
37057,Bushy Park,-21.2622,139.7247,QLD,rain gauge;,Georgina River
37058,Urandangi Aerodrome,-21.5979,138.3665,QLD,rain gauge;,Georgina River
37059,New May Downs,-20.59,139.3411,QLD,rain gauge;,Georgina River
37061,Cotswold Hills,-22.545,142.6683,QLD,rain gauge;,Diamantina River
37063,Glenlyon Station,-21.34,142.9286,QLD,rain gauge;,Flinders River
37073,Westerton,-24.0424,142.8311,QLD,rain gauge;,Cooper Creek
37079,Tranby,-22.6612,142.3928,QLD,rain gauge;,Diamantina River
37091,Warra Station,-23.1214,140.5683,QLD,rain gauge;,Georgina River
37101,Denton,-22.9533,143.5553,QLD,rain gauge;,Cooper Creek
37104,Weona,-23.0625,142.8201,QLD,rain gauge;,Cooper Creek
37105,Belmont,-22.0792,143.5111,QLD,rain gauge;,Diamantina River
37106,Phosphate Hill,-21.8831,139.9728,QLD,rain gauge;,Georgina River
37107,The Monument,-21.7635,139.9151,QLD,rain gauge;,Georgina River
37109,Alderley Station,-22.4936,139.6615,QLD,rain gauge;,Georgina River
37115,Rocklands,-19.8608,138.1018,QLD,rain gauge;,Georgina River
37116,Woodstock Station,-22.2583,141.9464,QLD,rain gauge;,Diamantina River
37118,Jarvisfield,-22.5067,142.5875,QLD,rain gauge;,Diamantina River
41230,Limevale Tm,-28.725,151.1843,QLD,rain gauge;,Border Rivers
37119,Thorner Station,-21.7075,138.4833,QLD,rain gauge;,Georgina River
37120,Wyora,-21.8958,143.0967,QLD,rain gauge;,Diamantina River
37122,Tulmur,-22.6439,142.2511,QLD,rain gauge;water level gauge;model point;,Diamantina River
38000,Bedourie,-24.3597,139.4714,QLD,rain gauge;water level gauge;model point;,Georgina River
38002,Birdsville Police Station,-25.9003,139.3492,QLD,rain gauge;water level gauge;model point;,Diamantina River
38003,Boulia Airport,-22.9117,139.9039,QLD,rain gauge;,Georgina River
38004,Navarra,-24.8522,143.6672,QLD,rain gauge;,Cooper Creek
38005,Cluny,-24.5081,139.5881,QLD,rain gauge;water level gauge;model point;,Georgina River
38006,Coorabulka,-23.7308,140.3075,QLD,rain gauge;,Georgina River
38009,Glengyle,-24.7856,139.5919,QLD,rain gauge;water level gauge;model point;,Georgina River
38010,Glenormiston,-22.9161,138.8042,QLD,rain gauge;water level gauge;model point;,Georgina River
38012,Jundah Post Office,-24.8303,143.0586,QLD,rain gauge;,Cooper Creek
38014,Marion Downs,-23.365,139.6556,QLD,rain gauge;water level gauge;model point;,Georgina River
38015,Monkira,-24.8217,140.5558,QLD,rain gauge;water level gauge;model point;,Diamantina River
38016,Moothandella Station,-25.5458,142.9419,QLD,rain gauge;,Cooper Creek
38017,Mount Leonard Station,-25.6883,140.7536,QLD,rain gauge;,Diamantina River
38018,Retreat (Barcoo River),-25.1961,143.2756,QLD,rain gauge;water level gauge;model point;,Cooper Creek
38020,Roseberth Station,-25.79,139.5856,QLD,rain gauge;water level gauge;model point;,Diamantina River
38023,Tanbar Station,-25.8417,141.9189,QLD,rain gauge;,Cooper Creek
38024,Windorah Evap,-25.4197,142.6594,QLD,rain gauge;,Cooper Creek
38025,Sandringham,-24.0517,139.0639,QLD,rain gauge;,Georgina River
38026,Birdsville Airport,-25.8975,139.3472,QLD,rain gauge;,Diamantina River
38030,Davenport Downs Station,-24.155,141.0983,QLD,rain gauge;,Diamantina River
38031,Durrie Station,-25.6881,140.2283,QLD,rain gauge;water level gauge;model point;,Diamantina River
38032,Roxborough Downs,-22.5197,138.8347,QLD,rain gauge;,Georgina River
38034,Glenlock,-24.9333,143.7417,QLD,rain gauge;water level gauge;model point;,Cooper Creek
38035,Trinidad,-25.5903,143.8917,QLD,rain gauge;,Cooper Creek
38038,Windorah (Long Crossing),-25.3683,142.7383,QLD,rain gauge;water level gauge;model point;,Cooper Creek
38056,South Galway,-25.6653,142.1086,QLD,rain gauge;,Cooper Creek
38066,Mount Marlow,-24.9453,143.7556,QLD,rain gauge;,Cooper Creek
38073,Morney Plains,-25.3714,141.4703,QLD,rain gauge;,Diamantina River
39000,Abercorn,-25.1333,151.1292,QLD,rain gauge;water level gauge;model point;,Burnett River
39010,Goondicum,-24.8569,151.4433,QLD,rain gauge;,Burnett River
39011,Monduran,-24.8878,151.91,QLD,rain gauge;water level gauge;model point;,Kolan River
39022,Camboon Station,-25.0303,150.4342,QLD,rain gauge;,Fitzroy River (Qld)
39035,Melrose,-23.1375,149.9726,QLD,rain gauge;,Fitzroy River (Qld)
39036,Eidsvold Post Office,-25.3706,151.1222,QLD,rain gauge;,Burnett River
39037,Fairymead Sugar Mill,-24.791,152.3587,QLD,rain gauge;,Burnett River
39040,Gin Gin Post Office,-24.9933,151.9606,QLD,rain gauge;,Kolan River
39043,Glenlands,-23.5255,150.5078,QLD,rain gauge;,Fitzroy River (Qld)
39049,Gracemere - Lucas St,-23.459,150.4557,QLD,rain gauge;,Fitzroy River (Qld)
39054,Jambin Post Office,-24.1967,150.3714,QLD,rain gauge;,Fitzroy River (Qld)
39059,Lady Elliot Island,-24.1116,152.7161,QLD,rain gauge;,Baffle Creek
39066,Gayndah Airport,-25.6167,151.6156,QLD,rain gauge;,Burnett River
39068,Mount Larcom Post Office,-23.8104,150.9783,QLD,rain gauge;,Fitzroy River (Qld)
39070,Mt Perry The Pines,-25.1694,151.6375,QLD,rain gauge;,Burnett River
39071,Moura Post Office,-24.5722,149.9694,QLD,rain gauge;,Fitzroy River (Qld)
39083,Rockhampton Aero,-23.3753,150.4775,QLD,rain gauge;,Fitzroy River (Qld)
39084,Rosedale Post Office,-24.6294,151.9158,QLD,rain gauge;,Baffle Creek
39085,Sandy Cape Lighthouse,-24.7297,153.2083,QLD,rain gauge;,Fraser Island
39089,Thangool Airport,-24.4935,150.5709,QLD,rain gauge;,Fitzroy River (Qld)
39096,Wateranga,-25.3561,151.8169,QLD,rain gauge;,Burnett River
39102,Wowan Post Office,-23.9078,150.1953,QLD,rain gauge;,Fitzroy River (Qld)
39104,Monto Township,-24.8642,151.1247,QLD,rain gauge;,Burnett River
39106,Mount Kroombit,-24.4081,150.7258,QLD,rain gauge;,Fitzroy River (Qld)
39123,Gladstone Radar,-23.8553,151.2628,QLD,rain gauge;,Boyne River
39128,Bundaberg Aero,-24.9069,152.323,QLD,rain gauge;,Burnett River
39143,Baralaba,-24.1817,149.81,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
39158,Theodore,-24.9472,150.0789,QLD,rain gauge;,Fitzroy River (Qld)
39167,Rockybar,-25.4572,150.4614,QLD,rain gauge;,Burnett River
39168,Woodgate Store,-25.1025,152.5603,QLD,rain gauge;,Burrum River
39174,Bundaberg Ashfield Rd,-24.8501,152.3984,QLD,rain gauge;,Burnett River
39175,Lovandee,-24.4167,151.2119,QLD,rain gauge;,Boyne River
39177,Glenwood,-25.6964,150.9647,QLD,rain gauge;water level gauge;model point;,Burnett River
39191,Gayndah,-25.6283,151.6133,QLD,rain gauge;water level gauge;model point;,Burnett River
39197,Fig Tree,-24.0314,150.74,QLD,rain gauge;,Calliope River
39201,Belvedere,-24.3278,149.8556,QLD,rain gauge;,Fitzroy River (Qld)
39204,Colodan,-24.9486,150.6842,QLD,rain gauge;,Burnett River
39222,Cania Gorge Park,-24.6619,150.9633,QLD,rain gauge;,Burnett River
39240,Kroombit,-24.4472,150.7981,QLD,rain gauge;,Fitzroy River (Qld)
39242,Broadmeadows,-23.4009,150.6238,QLD,rain gauge;,Fitzroy River (Qld)
39252,Ferndale,-24.2122,151.4219,QLD,rain gauge;,Baffle Creek
39255,Springs,-24.1665,151.5129,QLD,rain gauge;,Baffle Creek
39256,Dingle Dell,-25.1451,151.6272,QLD,rain gauge;,Burnett River
39259,Eidsvold Bridge,-25.3772,151.0819,QLD,rain gauge;water level gauge;model point;,Burnett River
39290,Biloela - Valbona,-24.4131,150.5208,QLD,rain gauge;,Fitzroy River (Qld)
39296,Moura,-24.5917,149.9017,QLD,rain gauge;water level gauge;model point;,Fitzroy River (Qld)
39303,Childers South,-25.2558,152.2819,QLD,rain gauge;,Burrum River
